user_id,posted,item_id,recommend,sentiment_analysis
equinox97,"Posted February 8, 2013.",4000,True,2
Astrelt,"Posted October 10, 2014.",252630,True,2
Jacknes,"Posted June 23, 2014.",252490,True,0
76561198044012135,"Posted July 18, 2014.",440,True,1
DrVendax,"Posted May 30, 2014.",242760,True,2
76561198032651953,Posted January 21.,311310,False,1
ritzyswordfish,"Posted June 26, 2014.",225600,True,2
76561198061559559,"Posted August 4, 2015.",4000,False,2
76561198042666584,Posted February 21.,630,True,1
SmokaBluntos,"Posted August 10, 2015.",230050,True,2
76561198047694111,"Posted February 26, 2015.",220240,False,1
76561198062278911,Posted May 1.,72850,True,1
76561198061910506,"Posted February 16, 2014.",440,True,2
76561198097699089,"Posted June 22, 2014.",238430,True,2
76561198057787590,"Posted August 7, 2015.",214490,True,2
thombelcar,Posted January 2.,218620,False,0
76561198074419919,"Posted February 5, 2014.",440,True,2
76561198108415635,Posted February 23.,17390,True,1
76561198065900839,Posted August 26.,449980,True,2
DaPohtehtoPuncake,"Posted October 20, 2013.",4000,True,2
IISantaII,"Posted April 12, 2015.",355840,True,1
Tacos4Lyfe,"Posted August 5, 2015.",730,True,2
76561198065491382,"Posted July 14, 2014.",252490,True,2
76561198091613577,"Posted October 12, 2014.",35420,False,1
76561198024889385,"Posted December 21, 2014.",227300,True,1
Reaper_yU,"Posted November 19, 2013.",440,True,1
Senioritis67789,"Posted September 29, 2015.",290770,True,0
elite_m8,"Posted October 2, 2014.",105600,True,2
76561198015275299,"Posted July 29, 2014.",4000,True,1
76561198076735654,"Posted April 7, 2015.",334230,True,1
12345678901234567890123456567890,"Posted August 19, 2014.",48700,True,0
AroraITServices,"Posted February 5, 2014.",8930,True,1
gangstapimpplaya,Posted June 22.,381210,True,2
76561198046710923,Posted May 31.,200510,True,0
dellerd,"Posted November 28, 2013.",210770,True,2
ZezzMan,"Posted June 28, 2014.",244850,True,2
76561198084544554,"Posted April 23, 2014.",32440,True,2
ZezzMan,"Posted July 15, 2014.",218230,True,2
Francyum,"Posted July 25, 2014.",221100,True,1
76561198012630014,"Posted November 28, 2013.",202170,True,2
76561198061157859,"Posted February 22, 2014.",730,True,2
76561198081422504,Posted April 29.,730,True,1
blizzyyyy,"Posted June 12, 2014.",730,True,2
76561198059856165,"Posted July 18, 2014.",42960,True,1
1873410337,"Posted August 15, 2014.",301520,True,1
76561198017176943,"Posted December 26, 2013.",440,True,2
myteddybernie,"Posted November 10, 2015.",204180,True,1
76561198087845573,"Posted August 30, 2014.",304930,True,2
76561198080457018,Posted January 28.,393380,True,2
C628VJF01,Posted January 5.,345610,True,1
76561198064335789,"Posted June 6, 2014.",215510,True,0
butwhythough,Posted January 16.,388880,True,2
76561198070894525,"Posted December 24, 2013.",107410,True,1
DeadFishCorporation,"Posted October 20, 2015.",218620,False,1
micsisthebest,"Posted July 24, 2014.",7670,True,2
76561197994640892,"Posted January 7, 2013.",212410,True,2
194847383,"Posted November 13, 2014.",570,True,2
psychoticallyhappy,Posted February 25.,242680,True,1
JazzaStatic,"Posted March 24, 2013.",40800,True,0
poopholder,"Posted March 14, 2015.",252490,True,1
Teddy8910,"Posted March 28, 2015.",206190,True,2
Tulen4k123,Posted March 15.,322500,True,1
76561197992466945,"Posted March 7, 2014.",213670,True,2
AZA1498,Posted February 25.,311210,True,2
76561198090194786,Posted April 25.,12200,True,2
badlucksenpai,"Posted May 7, 2015.",299360,True,1
76561198061644587,Posted July 5.,251570,False,1
76561198079709365,"Posted May 15, 2015.",730,True,1
76561198192790182,Posted February 3.,265930,True,1
elite_m8,"Posted November 3, 2013.",440,True,2
teletame,"Posted June 14, 2015.",26800,True,1
76561197990045164,"Posted January 27, 2014.",214560,True,2
ceruleansketchcat,"Posted October 21, 2015.",387860,True,1
ptrip3000,"Posted August 27, 2012.",440,True,2
SpiderZombie,"Posted February 20, 2014.",570,False,1
DemonPieOfTheNight,"Posted October 7, 2014.",105420,True,2
TheIvanloco4,"Posted September 22, 2015.",570,True,1
NerfNadia,"Posted July 18, 2013.",228300,True,1
ChickenDinnerImAWinner,"Posted October 30, 2014.",224540,True,1
76561198125696168,"Posted October 8, 2014.",243470,True,2
mrsirha,"Posted September 13, 2014.",730,True,1
swaggggggg,Posted April 19.,230410,True,1
1801010101,"Posted February 8, 2015.",295110,True,2
NateFawkesRiver,"Posted July 10, 2015.",304050,True,1
youdog12345,"Posted April 18, 2014.",8870,True,2
SirMicrowavee,"Posted December 15, 2013.",550,True,2
76561198038604546,"Posted July 20, 2014.",304930,True,1
76561198106773321,"Posted February 15, 2014.",440,True,1
76561198142813123,"Posted August 11, 2014.",304930,True,2
bobafettboi,"Posted January 22, 2015.",207230,True,0
syntheticflyingfox,"Posted April 30, 2015.",264140,True,0
pokefam,"Posted May 8, 2015.",730,False,2
POKESTEAM,Posted May 15.,239030,True,2
76561198093269733,"Posted December 28, 2014.",49520,True,2
zy0705,"Posted August 11, 2015.",440,True,2
76561198091682568,Posted May 7.,70400,True,2
Fairweather97,"Posted December 22, 2014.",9480,True,1
76561198035590106,"Posted January 15, 2015.",247000,True,2
76561197998915965,"Posted December 25, 2013.",239030,True,1
iConnor_,Posted January 27.,346110,True,2
373848099,"Posted December 12, 2013.",35450,True,1
76561198111424831,"Posted November 17, 2014.",730,False,1
TheKingNegus,"Posted April 21, 2014.",269730,True,2
76561198100354890,Posted January 8.,346010,True,2
fitzbrahh,"Posted December 22, 2014.",730,True,2
76561198064394417,"Posted December 4, 2015.",17390,True,1
76561198060493853,"Posted May 6, 2014.",730,True,2
ohsotoast,"Posted July 13, 2014.",252490,True,2
76561198069220396,"Posted April 2, 2013.",440,True,1
abhinavfire5,"Posted December 5, 2014.",330830,True,2
76561198068825441,"Posted January 31, 2014.",252490,False,0
76561198023152575,"Posted December 16, 2014.",337661,True,0
reddayesocks,"Posted October 30, 2015.",335300,True,1
svict4,"Posted December 30, 2014.",227320,True,2
fil96,"Posted September 4, 2014.",205100,True,2
76561198056266386,"Posted June 21, 2014.",105600,True,1
76561198060618380,"Posted March 21, 2015.",49520,True,1
DDelay,"Posted January 29, 2015.",244850,True,1
kicking_ass_for_the_lord,"Posted April 25, 2015.",72850,False,1
76561198054659839,Posted June 24.,47920,True,1
dmitry_who,"Posted June 4, 2015.",278970,True,1
dipsmash,"Posted September 27, 2015.",315880,False,1
ShevilleWarhand,"Posted August 11, 2015.",200210,True,2
Tomsen1,"Posted August 4, 2014.",105600,True,1
Joshycraft,"Posted November 7, 2014.",8870,True,1
badminton,"Posted October 24, 2015.",227680,False,1
brians89,"Posted December 23, 2013.",730,True,2
666_pl_Satan_pl_666,"Posted November 24, 2013.",570,True,1
franciscolis,"Posted June 30, 2014.",440,True,1
caino2246,"Posted July 10, 2013.",204080,True,2
76561198276571851,Posted April 24.,252490,True,1
76561198027305355,"Posted January 20, 2015.",204372,True,1
76561198024997743,Posted March 6.,422970,True,0
IYITHEBOY,"Posted November 27, 2013.",224600,True,1
76561198102254717,"Posted January 15, 2014.",4000,True,1
jefferyjefferson,"Posted December 6, 2013.",340,True,0
76561198050667465,Posted March 25.,248820,True,1
ac_elite,"Posted June 26, 2014.",261030,True,1
76561198298830010,Posted May 31.,346110,True,2
Themonsteringoo,"Posted November 1, 2015.",12210,False,1
TheRealRubyRose,"Posted December 9, 2013.",620,True,2
maxximo_r,"Posted December 4, 2015.",17470,True,0
gjgfuj,"Posted January 17, 2015.",8930,True,2
76561198091703171,"Posted July 9, 2015.",4000,True,1
76561198045431856,"Posted March 2, 2015.",8080,True,2
76561198082088662,"Posted June 23, 2014.",104900,True,1
ultrabrightgaming,"Posted December 1, 2013.",12210,False,2
huntude,"Posted November 3, 2014.",550,True,1
fightingrobot47,Posted August 4.,72850,True,2
76561198088473518,"Posted November 15, 2015.",241930,False,2
dontneedtoknow,"Posted August 15, 2015.",730,True,1
LataeFrungJ,Posted April 7.,730,True,1
vernichten,"Posted January 30, 2015.",42160,True,2
76561198108415635,"Posted October 29, 2015.",6900,False,1
76561198036537566,"Posted August 10, 2015.",252950,True,2
RyuichiRyuu,"Posted December 13, 2011.",440,True,1
MrSeduce,"Posted March 26, 2015.",314660,True,2
StegoRekt,"Posted October 19, 2015.",274190,True,1
76561198037696460,"Posted December 13, 2013.",41070,True,0
76561198058418029,"Posted July 20, 2015.",6060,True,0
zGoMB,"Posted November 8, 2014.",570,True,2
76561198045903394,"Posted January 27, 2015.",237930,True,2
cubeofhearts,"Posted January 23, 2013.",620,True,2
76561198096678177,"Posted July 8, 2014.",570,True,1
76561198056645429,Posted July 7.,305620,False,2
76561198110520529,"Posted August 2, 2015.",70400,True,2
76561198162487321,"Posted December 10, 2015.",418070,True,2
76561198048435361,"Posted June 26, 2014.",260230,True,1
WEREMEMBERTHEFREEMAN,Posted June 28.,72850,True,2
coolhandlucke,"Posted February 28, 2015.",328940,True,1
76561198065375748,"Posted March 26, 2015.",357070,True,2
76561198116589021,"Posted June 6, 2015.",278970,False,2
MrSpeedyPanda,"Posted September 10, 2011.",440,True,2
eduardox23,"Posted June 8, 2014.",440,True,1
shrubthebush,"Posted January 16, 2014.",251570,True,2
radioactivesquirrel,"Posted September 22, 2015.",440,True,1
76561198042471841,"Posted December 11, 2013.",219890,True,2
loadsamoney,"Posted May 8, 2015.",307290,True,1
76561198044298623,"Posted April 5, 2015.",204300,True,2
D_55,"Posted March 31, 2015.",440,True,2
DakiniBrave,"Posted January 4, 2015.",307070,True,2
Yunarukmi,"Posted March 31, 2015.",227940,True,2
Rac00nZ,Posted April 11.,399670,False,1
76561198086306189,"Posted February 18, 2015.",91310,False,0
76561198070194565,Posted March 28.,397100,True,1
76561197971851704,Posted August 9.,442080,True,2
zaukster,"Posted December 15, 2013.",219830,True,2
76561198074373301,"Posted January 11, 2015.",310370,True,2
76561198130101262,"Posted August 1, 2015.",333930,True,2
76561198060420892,"Posted December 1, 2015.",219740,True,0
keggles,Posted June 1.,242760,True,0
76561198060654968,Posted March 22.,264710,True,2
rozashelz,"Posted July 25, 2015.",223470,True,0
76561198043070022,"Posted February 18, 2014.",250340,True,1
SimplyKappa,"Posted September 1, 2015.",730,True,0
ElTioDarc,"Posted February 3, 2014.",17500,True,1
76561198088745442,"Posted June 22, 2014.",4000,True,2
firnin_hanks,"Posted September 18, 2015.",271590,True,1
76561198070493014,"Posted July 19, 2014.",730,True,1
76561198072728913,"Posted September 22, 2014.",209160,True,2
KKKrazy,Posted June 26.,310950,True,2
ACasualGamer,"Posted June 5, 2014.",42700,True,1
pilot1036,"Posted January 3, 2015.",310370,True,2
shaco4life,"Posted July 8, 2015.",300400,True,2
76561198023152575,"Posted August 15, 2014.",260230,True,2
Lotharrock,"Posted April 15, 2014.",250600,True,1
NocturnalPotato,"Posted October 30, 2014.",209080,True,2
marcsprofile,"Posted December 6, 2015.",417860,True,2
76561198057787590,Posted May 24.,379980,True,2
belowzerozaki,"Posted March 18, 2015.",4000,True,2
76561198066515292,"Posted July 26, 2015.",730,True,1
wooissalty,"Posted July 6, 2015.",730,True,2
76561198059657508,"Posted December 27, 2013.",219640,True,2
crashsg32hatesspam,"Posted March 22, 2014.",233720,True,1
76561198046138768,"Posted October 27, 2015.",272890,True,2
18082001,"Posted February 6, 2015.",570,True,1
76561198085285121,"Posted January 8, 2014.",4000,False,1
zmeygorinich150,"Posted November 16, 2014.",21090,True,1
anotherfuckingdeejay,Posted February 15.,107410,True,1
76561198149213236,"Posted January 30, 2015.",107410,True,2
76561198134165301,"Posted August 26, 2015.",381020,True,1
louismagoo,Posted January 20.,252950,True,2
fullysik75,"Posted September 26, 2014.",570,True,1
76561198070346631,"Posted April 27, 2015.",48700,True,1
solesdn,"Posted July 1, 2011.",105600,True,2
you31,"Posted December 17, 2013.",10150,True,2
76561198044605552,"Posted January 9, 2015.",238460,True,1
76561197982685987,"Posted December 23, 2013.",203810,True,2
BigMemeManZombie,"Posted February 5, 2014.",230410,True,2
commanderliam94,"Posted July 29, 2015.",233470,True,2
76561198006310647,"Posted January 11, 2014.",550,True,1
JiAltair,"Posted September 5, 2015.",72850,True,2
PlushTurtle,"Posted December 4, 2013.",550,True,2
akwaterman,"Posted May 28, 2014.",70000,True,1
76561198045006942,"Posted February 7, 2015.",209650,True,2
B3AUZ1B00,"Posted April 20, 2014.",98200,False,1
jaeek,Posted July 17.,730,False,2
76561198061225607,Posted August 12.,20920,True,2
LOWdisked,Posted March 7.,271590,True,2
_its_,"Posted January 13, 2014.",49520,True,2
76561198101552611,"Posted May 26, 2015.",232090,True,1
76561198063816800,"Posted August 22, 2015.",56400,True,1
Mrawes0m3,Posted April 28.,440,True,1
albusdunble1,"Posted August 4, 2015.",730,True,1
tomeyoung,"Posted February 4, 2014.",570,True,2
76561198102409708,"Posted August 14, 2015.",304050,True,0
Bowmore,"Posted June 25, 2013.",218410,True,2
spanduke,"Posted December 29, 2014.",262550,True,2
76561198079805877,"Posted June 8, 2015.",440,True,1
35353534,Posted February 9.,730,True,2
ultimatefaggotwow,"Posted November 22, 2014.",218620,True,1
76561197990782367,"Posted September 30, 2014.",108800,True,2
76561198085960667,"Posted December 24, 2013.",261030,True,1
ciel1160,"Posted June 7, 2015.",4000,True,1
76561198071182149,"Posted October 18, 2015.",348470,True,2
76561197976404001,"Posted February 28, 2014.",22380,True,1
76561198095735150,"Posted July 4, 2014.",440,True,2
76561198103364951,"Posted February 11, 2014.",99900,True,1
76561198092369007,"Posted August 22, 2015.",304930,True,2
ZenAndZen,"Posted June 18, 2015.",9930,False,1
altoryu,"Posted April 8, 2014.",8870,True,2
76561198072346569,"Posted April 14, 2015.",32770,True,2
76561198152281826,"Posted December 21, 2014.",39140,True,2
76561198081438874,Posted June 24.,207140,True,0
jaydanred,Posted January 19.,730,False,1
Eehee,"Posted February 13, 2014.",206420,True,1
76561198081957899,"Posted December 29, 2013.",8930,True,1
WasSphinx,"Posted June 4, 2015.",304930,True,1
laumir,"Posted January 30, 2014.",440,True,2
76561198096322505,"Posted November 8, 2015.",311210,True,0
DjPhoon,"Posted October 31, 2013.",730,True,2
76561198086721852,"Posted April 17, 2014.",221100,True,0
76561198036138459,"Posted March 7, 2015.",313120,True,1
IceCreamMan2169,"Posted June 14, 2014.",202970,True,2
dantheflyingman,"Posted May 17, 2015.",340350,True,2
theskuzzman,Posted May 30.,208750,True,2
NachoOchoa,"Posted December 4, 2013.",51100,True,1
76561198119416277,"Posted July 6, 2014.",274190,True,1
76561198062374715,"Posted December 31, 2012.",33280,True,2
76561198026239418,"Posted September 6, 2012.",4000,True,2
76561198044592183,"Posted August 6, 2015.",307880,True,2
76561198093361154,Posted February 1.,49520,True,2
76561198108079787,Posted September 4.,570,False,1
chidori_647,"Posted December 15, 2013.",219990,True,1
CaridoidCombatClaw,"Posted July 11, 2011.",15710,True,2
76561198018919551,"Posted September 5, 2015.",333930,True,0
kitchenappliancewow,Posted April 9.,239030,True,2
patrickkd1,"Posted December 30, 2012.",620,True,1
rick100,"Posted March 7, 2014.",200260,True,1
Astrelt,"Posted December 13, 2014.",212200,True,2
Joelthymole,"Posted November 28, 2013.",221640,True,2
Lunaii,"Posted March 8, 2014.",213670,True,2
76561198060418890,"Posted September 26, 2015.",264710,True,1
KRASA,"Posted April 24, 2014.",35450,True,1
jokerguy350,"Posted August 31, 2014.",49520,True,2
equiinax,"Posted March 29, 2014.",251570,True,1
76561198046546837,"Posted November 26, 2013.",34030,True,1
wizardshideout,"Posted October 31, 2015.",730,True,2
Duckuy,"Posted December 12, 2013.",620,True,2
NEEDforSHEEP,"Posted May 11, 2015.",271590,True,2
WCM03,"Posted November 24, 2014.",227940,True,2
midniteviii,"Posted March 9, 2014.",104900,True,1
tzarius,"Posted October 31, 2014.",99810,False,1
Gterrestrial,"Posted May 10, 2015.",302830,True,2
bonzeye3,"Posted February 14, 2015.",65800,True,2
gksrmftmxk12,"Posted April 29, 2014.",219740,True,1
76561197972261430,"Posted May 3, 2014.",270150,True,0
Kawaiiboo_Hunter,"Posted August 11, 2014.",244850,False,1
17101710,"Posted October 22, 2015.",230290,True,1
76561198080264704,"Posted March 4, 2014.",223710,True,1
76561198076580598,"Posted March 11, 2015.",4000,True,1
ggExecute,"Posted November 4, 2015.",570,True,2
Badregase,"Posted June 10, 2014.",240,True,2
MasterGible,Posted May 19.,730,True,2
76561198053741106,"Posted August 31, 2013.",223710,True,2
bbl4d352,"Posted December 11, 2013.",222750,True,1
76561198088838638,"Posted June 22, 2014.",207140,True,2
76561197998876897,"Posted July 12, 2015.",346010,True,2
76561198091034264,"Posted June 23, 2014.",204360,True,0
SomeRandomSociopath,"Posted June 2, 2015.",206420,True,1
platitudinal,"Posted April 3, 2014.",244850,True,2
76561198085050651,"Posted June 14, 2014.",253980,True,2
76561198096736743,"Posted May 24, 2015.",35720,True,2
76561198059187930,"Posted December 25, 2013.",17080,True,1
DaPohtehtoPuncake,"Posted July 13, 2015.",236390,True,1
edikaros,"Posted January 14, 2014.",440,True,1
76561198066084140,"Posted September 18, 2015.",214950,True,1
ghostlybug22,"Posted August 27, 2014.",205100,True,2
m1staf1sh,"Posted December 27, 2014.",22380,True,1
76561198096694241,"Posted February 28, 2015.",247000,True,2
76561198190566845,Posted June 25.,730,True,2
76561198012014419,"Posted December 15, 2014.",266010,True,2
ghirq,"Posted July 29, 2014.",208090,True,1
practicalmeme,"Posted December 31, 2015.",249050,True,1
fwal,"Posted January 28, 2015.",295110,True,1
pancakesss,"Posted December 30, 2014.",221910,True,2
76561198032586095,"Posted July 6, 2015.",374570,True,1
NATETHEGOD,Posted February 14.,444560,True,2
westernaustraliaftw,Posted January 15.,387370,True,2
deejmyster,Posted April 23.,265630,False,1
DarkKnight2599,Posted June 27.,550,True,2
76561198073446384,Posted May 23.,218620,True,2
76561198046135457,"Posted March 6, 2014.",17410,True,2
76561198068265818,"Posted February 6, 2014.",570,True,1
GoldiLoks,"Posted July 26, 2013.",241600,True,2
76561198075132070,"Posted September 24, 2014.",211820,False,2
kab4002,"Posted November 24, 2014.",730,True,2
76561198061357304,"Posted May 29, 2015.",363970,True,1
76561198287053107,Posted May 18.,346110,True,2
MagmaCIaw,"Posted December 25, 2014.",211440,True,0
Moghur,"Posted July 1, 2015.",105600,True,1
Lachie42,"Posted April 30, 2014.",243870,True,2
76561198091682568,"Posted April 26, 2014.",24240,True,2
Deepadeep,"Posted April 2, 2015.",265630,True,1
MrStealYourSandwich,"Posted September 10, 2014.",24960,True,2
titivalente,"Posted July 28, 2014.",70000,True,1
76561198084363527,"Posted April 18, 2014.",224260,True,1
TheFearless,"Posted January 20, 2014.",249050,True,2
Zelonier,"Posted December 19, 2014.",730,True,2
76561198086698451,"Posted August 16, 2015.",268420,True,2
TheThriller,"Posted February 25, 2014.",440,True,2
76561198023478539,"Posted July 24, 2015.",4580,True,1
Hawkez,"Posted July 13, 2011.",105600,True,2
newhollandarmy,Posted June 16.,444930,False,1
76561198068500978,"Posted December 5, 2013.",24200,True,1
76561198060615273,"Posted December 12, 2015.",211820,True,2
76561198081863483,Posted July 2.,252950,False,1
76561198093261921,"Posted November 25, 2013.",206210,True,2
76561198079319930,Posted June 24.,485380,True,1
verysugoi,"Posted February 8, 2014.",250320,True,1
76561198059496770,"Posted May 27, 2014.",440,True,1
76561198095920833,"Posted June 27, 2014.",49520,True,2
tickets845,"Posted December 1, 2014.",286160,True,1
Nasty_is_cool,"Posted January 23, 2013.",440,True,1
76561198059715439,"Posted July 18, 2014.",304930,True,2
minecraftdude1111,"Posted December 24, 2013.",4000,True,2
AvatarICEMAN,"Posted June 28, 2015.",335430,True,2
76561198080317444,"Posted April 23, 2015.",301520,True,1
hugomb,Posted March 11.,438690,False,1
Quitespace,Posted February 26.,221100,True,2
76561198061207244,"Posted September 11, 2014.",25000,True,2
FuckYouEtc,"Posted January 23, 2014.",221100,True,1
76561198072077235,"Posted March 9, 2014.",570,True,1
QuirkyChicken,"Posted January 16, 2014.",204300,True,2
diego9031,Posted July 28.,317360,True,1
76561198084176260,"Posted October 16, 2015.",218620,True,1
godpostal,"Posted December 25, 2013.",221640,True,0
TheMoDiiFii3r,Posted May 18.,377160,True,1
76561198051906675,"Posted December 22, 2013.",219640,True,1
76561198091972169,"Posted June 21, 2014.",440,True,1
DisIsHardCore,Posted April 26.,403860,True,2
Steamkilla77,"Posted December 2, 2013.",550,True,0
76561198042171301,"Posted January 22, 2014.",4920,True,1
76561198043392285,"Posted November 24, 2014.",294860,True,1
76561198066026014,"Posted January 16, 2015.",221100,True,1
Yawky,Posted August 13.,275850,False,1
Noxious02,"Posted August 23, 2015.",4000,True,2
